"hive";"internal";"external";"board";"temp1";"temp2";"temp3";"temp4";"temp5";"operational";"panel";"cell";"weight";"latitude";"longitude";"altitude";"temperature";"pressure";"humidity";"rain_level";"wind_direction";"wind_speed";"wind_speed_mean";"wind_speed_max";"wind_direction_at_max_speed";"flow";"date"
"AAA00354976091004203";3396;1237;1275;;;;;;0;12055;4299;27432;45.7275;9.7127;296;;;;;;;;;;9;"2023-04-13 13:05:21+02"
"AAA00354976091004203";3367;1231;1268;;;;;;0;12055;4299;27432;45.7275;9.7127;296;;;;;;;;;;10;"2023-04-13 13:20:26+02"
"AAA00354976091004203";3386;1218;1256;;;;;;0;12055;4299;27359;45.7275;9.7127;296;;;;;;;;;;11;"2023-04-13 13:35:30+02"
"AAA00354976091004203";3375;1212;1250;;;;;;0;12055;4299;27359;45.7275;9.7127;296;;;;;;;;;;14;"2023-04-13 13:50:34+02"
"AAA00354976091004203";3388;1200;1231;;;;;;0;12055;4299;27432;45.7275;9.7127;296;;;;;;;;;;13;"2023-04-13 14:05:39+02"
"AAA00354976091004203";3378;1181;1212;;;;;;0;12055;4292;27432;45.7275;9.7127;296;;;;;;;;;;11;"2023-04-13 14:20:43+02"
"AAA00354976091004203";3376;1168;1193;;;;;;0;12055;4292;27504;45.7275;9.7127;296;;;;;;;;;;15;"2023-04-13 14:35:47+02"
"AAA00354976091004203";3369;1150;1181;;;;;;0;12055;4299;27504;45.7275;9.7126;297;;;;;;;;;;10;"2023-04-13 14:50:52+02"
"AAA00354976091004203";3372;1125;1150;;;;;;0;12055;4299;27432;45.7275;9.7126;297;;;;;;;;;;6;"2023-04-13 15:05:56+02"
"AAA00354976091004203";3377;1106;1200;;;;;;0;12120;4292;27286;45.7275;9.7126;297;;;;;;;;;;6;"2023-04-13 15:21:00+02"
"AAA00354976091004203";3361;1081;1125;;;;;;0;12055;4292;27286;45.7275;9.7126;297;;;;;;;;;;1;"2023-04-13 15:36:04+02"
"AAA00354976091004203";3364;1062;1106;;;;;;0;12055;4299;27213;45.7275;9.7126;297;;;;;;;;;;2;"2023-04-13 15:51:13+02"
