"hive";"internal";"external";"board";"temp1";"temp2";"temp3";"temp4";"temp5";"operational";"panel";"cell";"weight";"latitude";"longitude";"altitude";"temperature";"pressure";"humidity";"rain_level";"wind_direction";"wind_speed";"wind_speed_mean";"wind_speed_max";"wind_direction_at_max_speed";"flow";"date"
"AAA00354976091004203";2428;2331;2406;;;;;;0;12055;4292;15632;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 15:49:44+02"
"AAA00354976091004203";2415;2318;2387;;;;;;0;12055;4299;15559;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 16:04:49+02"
"AAA00354976091004203";2402;2300;2368;;;;;;0;12055;4299;15632;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 16:19:57+02"
"AAA00354976091004203";2390;2281;2350;;;;;;0;12055;4299;15559;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 16:35:03+02"
"AAA00354976091004203";2373;2262;2331;;;;;;0;12055;4299;15632;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 16:50:08+02"
"AAA00354976091004203";2358;2243;2306;;;;;;0;12055;4292;15559;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 17:05:14+02"
"AAA00354976091004203";2341;2218;2287;;;;;;0;12055;4299;15559;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 17:20:21+02"
"AAA00354976091004203";2319;2200;2262;;;;;;0;12055;4299;15486;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 17:35:27+02"
"AAA00354976091004203";2296;2175;2231;;;;;;0;12055;4292;15486;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 17:50:32+02"
"AAA00354976091004203";2272;2143;2200;;;;;;0;12055;4299;15486;45.7275;9.7127;300;;;;;;;;;;0;"2023-04-01 18:05:36+02"
"AAA00354976091004203";2239;2112;2175;;;;;;0;12055;4292;15413;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 18:20:47+02"
"AAA00354976091004203";2203;2081;2206;;;;;;0;12120;4292;15486;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 18:35:53+02"
"AAA00354976091004203";2167;2050;2118;;;;;;0;12055;4292;15413;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 18:51:00+02"
"AAA00354976091004203";2132;2018;2068;;;;;;0;12055;4292;15413;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 19:06:06+02"
"AAA00354976091004203";2096;1981;2037;;;;;;0;12055;4292;15413;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 19:21:06+02"
"AAA00354976091004203";2062;1950;1993;;;;;;0;12055;4299;15341;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 19:36:10+02"
"AAA00354976091004203";2062;1906;1956;;;;;;0;12055;4299;15268;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 19:51:15+02"
"AAA00354976091004203";2028;1875;1925;;;;;;0;12055;4299;15341;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 20:06:21+02"
"AAA00354976091004203";1996;1843;1893;;;;;;0;12055;4299;15268;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 20:21:28+02"
"AAA00354976091004203";1967;1812;1862;;;;;;0;12055;4299;15341;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 20:36:33+02"
"AAA00354976091004203";1933;1787;1837;;;;;;0;12055;4299;15268;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 20:51:38+02"
"AAA00354976091004203";1900;1756;1806;;;;;;0;12055;4299;15413;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 21:06:43+02"
"AAA00354976091004203";1872;1737;1787;;;;;;0;12055;4299;15486;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 21:21:49+02"
"AAA00354976091004203";1846;1706;1756;;;;;;0;12055;4299;15341;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 21:36:55+02"
"AAA00354976091004203";1819;1675;1725;;;;;;0;12055;4299;15413;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 21:52:00+02"
"AAA00354976091004203";1792;1643;1693;;;;;;0;12055;4299;15413;45.7275;9.7127;302;;;;;;;;;;0;"2023-04-01 22:07:06+02"
"AAA00354976091004203";1762;1625;1668;;;;;;0;12055;4299;15486;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-01 22:22:07+02"
"AAA00354976091004203";1733;1593;1712;;;;;;0;12120;4286;15486;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-01 22:37:12+02"
